epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202033,2020-08-15,69,PR,Rio Azul,4122008,city,30,195.61815,0,0,0,0.0,15336,False,False
202033,2020-08-14,68,PR,Rio Azul,4122008,city,30,195.61815,3,0,0,0.0,15336,False,False
202033,2020-08-13,67,PR,Rio Azul,4122008,city,27,176.05634,3,0,0,0.0,15336,False,False
202033,2020-08-12,66,PR,Rio Azul,4122008,city,24,156.49452,0,0,0,0.0,15336,False,False
202033,2020-08-11,65,PR,Rio Azul,4122008,city,24,156.49452,0,0,0,0.0,15336,False,False
202033,2020-08-10,64,PR,Rio Azul,4122008,city,24,156.49452,2,0,0,0.0,15336,False,False
202033,2020-08-09,63,PR,Rio Azul,4122008,city,22,143.45331,0,0,0,0.0,15336,False,False
202032,2020-08-08,62,PR,Rio Azul,4122008,city,22,143.45331,5,0,0,0.0,15336,False,False
202032,2020-08-07,61,PR,Rio Azul,4122008,city,17,110.85029,0,0,0,0.0,15336,False,False
202032,2020-08-06,60,PR,Rio Azul,4122008,city,17,110.85029,0,0,0,0.0,15336,False,False
202032,2020-08-05,59,PR,Rio Azul,4122008,city,17,110.85029,1,0,0,0.0,15336,False,False
202032,2020-08-04,58,PR,Rio Azul,4122008,city,16,104.32968,1,0,0,0.0,15336,False,False
202032,2020-08-03,57,PR,Rio Azul,4122008,city,15,97.80908,2,0,0,0.0,15336,False,False
202032,2020-08-02,56,PR,Rio Azul,4122008,city,13,84.76787,2,0,0,0.0,15336,False,False
202031,2020-08-01,55,PR,Rio Azul,4122008,city,11,71.72666,0,0,0,0.0,15336,False,False
202031,2020-07-31,54,PR,Rio Azul,4122008,city,11,71.72666,0,0,0,0.0,15336,False,False
202031,2020-07-30,53,PR,Rio Azul,4122008,city,11,71.72666,0,0,0,0.0,15336,False,False
202031,2020-07-29,52,PR,Rio Azul,4122008,city,11,71.72666,2,0,0,0.0,15336,False,False
202031,2020-07-28,51,PR,Rio Azul,4122008,city,9,58.68545,0,0,0,0.0,15336,False,False
202031,2020-07-27,50,PR,Rio Azul,4122008,city,9,58.68545,1,0,0,0.0,15336,False,False
202031,2020-07-26,49,PR,Rio Azul,4122008,city,8,52.16484,0,0,0,0.0,15336,False,False
202030,2020-07-25,48,PR,Rio Azul,4122008,city,8,52.16484,0,0,0,0.0,15336,False,False
202030,2020-07-24,47,PR,Rio Azul,4122008,city,8,52.16484,1,0,0,0.0,15336,False,False
202030,2020-07-23,46,PR,Rio Azul,4122008,city,7,45.64424,0,0,0,0.0,15336,False,False
202030,2020-07-22,45,PR,Rio Azul,4122008,city,7,45.64424,0,0,0,0.0,15336,False,False
202030,2020-07-21,44,PR,Rio Azul,4122008,city,7,45.64424,3,0,0,0.0,15336,False,False
202030,2020-07-20,43,PR,Rio Azul,4122008,city,4,26.08242,0,0,0,0.0,15336,False,False
202030,2020-07-19,42,PR,Rio Azul,4122008,city,4,26.08242,0,0,0,0.0,15336,False,False
202029,2020-07-18,41,PR,Rio Azul,4122008,city,4,26.08242,0,0,0,0.0,15336,False,False
202029,2020-07-17,40,PR,Rio Azul,4122008,city,4,26.08242,1,0,0,0.0,15336,False,False
202029,2020-07-16,39,PR,Rio Azul,4122008,city,3,19.56182,0,0,0,0.0,15336,False,False
202029,2020-07-15,38,PR,Rio Azul,4122008,city,3,19.56182,1,0,0,0.0,15336,False,False
202029,2020-07-14,37,PR,Rio Azul,4122008,city,2,13.04121,0,0,0,0.0,15336,False,False
202029,2020-07-13,36,PR,Rio Azul,4122008,city,2,13.04121,0,0,0,0.0,15336,False,False
202029,2020-07-12,35,PR,Rio Azul,4122008,city,2,13.04121,0,0,0,0.0,15336,False,False
202028,2020-07-11,34,PR,Rio Azul,4122008,city,2,13.04121,0,0,0,0.0,15336,False,False
202028,2020-07-10,33,PR,Rio Azul,4122008,city,2,13.04121,0,0,0,0.0,15336,False,False
202028,2020-07-09,32,PR,Rio Azul,4122008,city,2,13.04121,0,0,0,0.0,15336,False,False
202028,2020-07-08,31,PR,Rio Azul,4122008,city,2,13.04121,0,0,0,0.0,15336,False,False
202028,2020-07-07,30,PR,Rio Azul,4122008,city,2,13.04121,0,0,0,0.0,15336,False,False
202028,2020-07-06,29,PR,Rio Azul,4122008,city,2,13.04121,0,0,0,0.0,15336,False,False
202028,2020-07-05,28,PR,Rio Azul,4122008,city,2,13.04121,0,0,0,0.0,15336,False,False
202027,2020-07-04,27,PR,Rio Azul,4122008,city,2,13.04121,1,0,0,0.0,15336,False,False
202027,2020-07-03,26,PR,Rio Azul,4122008,city,1,6.52061,-1,0,0,0.0,15336,False,False
202027,2020-07-02,25,PR,Rio Azul,4122008,city,2,13.04121,1,0,0,0.0,15336,False,False
202027,2020-07-01,24,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202027,2020-06-30,23,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202027,2020-06-29,22,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202027,2020-06-28,21,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202026,2020-06-27,20,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202026,2020-06-26,19,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202026,2020-06-25,18,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202026,2020-06-24,17,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202026,2020-06-23,16,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202026,2020-06-22,15,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202026,2020-06-21,14,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202025,2020-06-20,13,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202025,2020-06-19,12,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202025,2020-06-18,11,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202025,2020-06-17,10,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202025,2020-06-16,9,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202025,2020-06-15,8,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202025,2020-06-14,7,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202024,2020-06-13,6,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202024,2020-06-12,5,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202024,2020-06-11,4,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202024,2020-06-10,3,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202024,2020-06-09,2,PR,Rio Azul,4122008,city,1,6.52061,0,0,0,0.0,15336,False,False
202024,2020-06-08,1,PR,Rio Azul,4122008,city,1,6.52061,1,0,0,0.0,15336,False,False
