Data,mediamovel,mv14,%mv,%diario,%ativos
2021-05-13,20.642857142857142,3.0,588.0952380952381,6.868074990005134,7.151334102058534
2021-05-14,22.142857142857142,2.9285714285714284,656.0975609756098,6.68618050411969,7.23574983325633
2021-05-15,23.142857142857142,4.428571428571429,422.5806451612903,6.51883500406254,7.244942190346565
2021-05-16 00:00:00,24.428571428571427,5.0,388.5714285714285,6.1898242392358895,7.197876979964993
2021-05-17 00:00:00,27.214285714285715,5.428571428571429,401.31578947368416,6.096223638482661,7.142854157838483
2021-05-18 00:00:00,28.571428571428573,6.0,376.1904761904762,5.8309144707057525,7.075638085522608
